,driver_id,trip_count,total_trip_duration,total_trip_distance,number of days
3052,2a53130ad76e234a0c21a922f2880661ff6c57c5d2b6d12ff960c563a0464345,15,21152.0,74.04999999999993,14
3053,2a562879fa5b174b6faf25a2905da58ebe076944bf0c8395853493b45d755b7d,2,794.0,4.160000000000001,2
3054,2a57b2f588bf4574ef46d943c3f6086cdafefb38b707829af3bc0a6ff121a765,27,50578.0,175.23999999999987,12
3055,2a5e32f20944e72bf181692127558f399af8be2056befc8c8962b6f3961391f8,7,3876.0,17.79,4
3056,2a610946ac200fa2c882b9e52e47176b31849101ec5f0cbed4f810ca087eeae8,1,2851.0,34.67000000000001,1
3057,2a622bb80185546e5ca8ddf6fb0989b279cbdcb81e202de0d3ba90dbd33dbccc,2,5869.0,16.37999999999998,2
3058,2a64c2efbd8aa8434485402d58ac4200808d2dddd3664f03ff734a491ab2bc07,124,150258.0,462.46999999999974,16
3059,2a690364f8e4f420d4041bd6749e28bc9547313d2902bd8d6cac157fcae2dba2,68,53875.0,212.8499999999999,17
3060,2a6fdef42b108006a0fdf73df46131959aa56cdeac685975154023c451da582a,1,2625.0,30.96000000000002,1
3061,2a75aeb037cf6f987b645dfaa715023fb241c1c8a8bb9f03e6027ec31bbf7f4c,1,4647.0,30.689999999999976,2
3062,2a7661bd7eb3c36124770c2f2de526caa138919ce7242faefb4b7e0a0c398675,10,16412.0,61.22999999999994,3
3063,2a76746f01cf43801db5c7c3a8627d0bc775f5bba0b107f4ffd2034f5907ebc7,1,2985.0,12.39,5
3064,2a787bf3ad2631059f4839c8af7cafd556af24b8db224b19ccd1407b304d42ab,7,3937.0,16.96,7
3065,2a8552fa435aecf9247c2cb1ecf1e93892707305d67cfa0031d85ce1c8aa0ce7,1,983.0,2.53,2
3066,2a88c7506c07ba9868bc448485c6a1a73189f0fadfbfec9ab6aad0b59bdee92d,2,2293.0,7.499999999999995,3
3067,2a891a20f59a24584d21bf77ed4d5fc967fb9343c17735d78e1f8d29ce5f12ae,2,2454.0,1.8200000000000007,4
3068,2a8ae6164678109c8439a2a365e32a08cc50c10269840232a80c8b4ea269c4e8,20,20795.0,69.94999999999997,7
3069,2a8b44847070da6374a70f830df9ac22471f25ea3b1b9c7bba5efbbd87922e35,23,33095.0,122.40999999999993,7
3070,2a8b5511d3efd1a39b54dd16923de675fb46395a617f22335bb43a5ad7288e11,2,2721.0,6.1299999999999955,5
3071,2a8e8d7d058025451c69303a936a4d8772286c27d9a23beae02057712aa53c41,41,38905.0,197.5499999999999,5
3072,2a91e485124be13ba10059fe98a3f2b65255999b2837a416fd9b00d5a4ec80b9,26,28495.0,124.55999999999995,8
3073,2a943d6cf9b1e34143fc0d9063a1afcc447a966ff828505f39ca7173b144689b,51,68758.0,242.36999999999992,13
3074,2a99e89470df598b2cf2983b9d94267f94051d3e5608e565ea73112566a11410,1,981.0,4.369999999999998,1
